user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date
U09837,49,Female,Bachelor,Employed,Teacher,2790.14,1728.51,238940.05,No,None,0.0,0,0.0,0.0,0.0,609,7.14,Asia,2023-03-02
U11812,55,Male,High School,Employed,Accountant,2113.88,1257.22,103979.3,Yes,Car,39899.84,12,3782.57,24.5,1.79,511,4.1,Africa,2025-05-27
U21141,24,Female,Master,Unemployed,Teacher,1944.33,808.95,199168.94,No,None,0.0,0,0.0,0.0,0.0,808,8.54,Asia,2023-04-30
U31843,41,Female,Master,Employed,Driver,7167.53,4812.7,315795.15,No,None,0.0,0,0.0,0.0,0.0,842,3.67,North America,2022-12-05
U10218,24,Male,Bachelor,Self-employed,Engineer,3795.32,2226.65,291597.13,No,None,0.0,0,0.0,0.0,0.0,810,6.4,Africa,2023-06-01
U24624,67,Female,High School,Self-employed,Doctor,3718.52,1312.47,197665.34,Yes,Education,493761.83,36,19799.4,25.64,5.32,809,4.43,North America,2022-01-04
U15263,66,Female,Master,Self-employed,Salesperson,2613.4,995.82,284999.12,Yes,Home,311560.02,60,6293.48,7.84,2.41,409,9.09,Europe,2022-04-09
U24001,23,Female,Master,Employed,Teacher,3284.98,1944.48,236729.35,No,None,0.0,0,0.0,0.0,0.0,331,6.01,Other,2024-03-29
U07180,34,Male,High School,Employed,Unemployed,2444.98,1610.26,126238.75,No,None,0.0,0,0.0,0.0,0.0,584,4.3,North America,2022-04-18
U25938,45,Female,Bachelor,Unemployed,Student,4088.43,3495.92,169141.94,No,None,0.0,0,0.0,0.0,0.0,767,3.45,Europe,2023-01-22
U08800,56,Female,Master,Employed,Accountant,5082.66,4110.18,143566.56,No,None,0.0,0,0.0,0.0,0.0,504,2.35,Asia,2021-09-15
U28986,66,Male,High School,Unemployed,Doctor,2586.17,2258.97,92108.97,No,None,0.0,0,0.0,0.0,0.0,764,2.97,Africa,2025-04-23
U21933,37,Male,Bachelor,Employed,Manager,3108.02,1192.09,104657.4,No,None,0.0,0,0.0,0.0,0.0,781,2.81,North America,2022-11-01
U00313,29,Female,Bachelor,Self-employed,Student,3459.68,2472.4,115795.57,Yes,Home,470170.18,120,7473.59,14.61,2.16,732,2.79,Africa,2022-05-09
U30981,27,Female,Master,Employed,Student,5387.48,2832.85,40988.54,No,None,0.0,0,0.0,0.0,0.0,561,0.63,Africa,2023-03-03
U01231,61,Male,Bachelor,Employed,Engineer,8044.97,4296.96,486134.46,No,None,0.0,0,0.0,0.0,0.0,748,5.04,Europe,2022-01-17
U01239,32,Male,High School,Unemployed,Accountant,500.0,353.28,2882.93,No,None,0.0,0,0.0,0.0,0.0,577,0.48,Other,2021-12-15
U08181,29,Male,High School,Employed,Accountant,5302.8,2204.26,618361.22,No,None,0.0,0,0.0,0.0,0.0,649,9.72,Other,2022-06-30
U13555,20,Male,High School,Employed,Student,4992.33,2965.22,298937.48,No,None,0.0,0,0.0,0.0,0.0,544,4.99,Africa,2023-04-08
U12714,60,Male,High School,Student,Engineer,5825.19,3102.83,269494.25,No,None,0.0,0,0.0,0.0,0.0,408,3.86,North America,2022-04-14
U00570,22,Male,High School,Self-employed,Accountant,4359.16,2638.21,33565.72,No,None,0.0,0,0.0,0.0,0.0,686,0.64,North America,2023-07-29
U17289,38,Male,Other,Student,Driver,4078.04,1243.0,62129.9,No,None,0.0,0,0.0,0.0,0.0,305,1.27,Africa,2022-12-25
U20344,40,Female,Master,Self-employed,Manager,2699.94,2394.93,28890.09,No,None,0.0,0,0.0,0.0,0.0,546,0.89,Europe,2024-09-21
U09096,46,Female,Other,Self-employed,Teacher,3915.89,3150.29,434260.26,Yes,Car,328490.65,24,14121.83,3.02,3.61,385,9.24,Asia,2022-06-14
U29727,59,Female,Master,Employed,Accountant,5554.92,2511.89,198681.12,Yes,Home,460954.49,60,8476.7,3.94,1.53,829,2.98,Africa,2025-03-01
U21796,66,Male,Master,Employed,Salesperson,5405.91,3299.53,6629.92,No,None,0.0,0,0.0,0.0,0.0,444,0.1,Other,2024-02-17
U20689,37,Male,Bachelor,Employed,Unemployed,1987.23,930.55,202666.62,No,None,0.0,0,0.0,0.0,0.0,563,8.5,Other,2023-04-28
U25899,29,Male,Master,Self-employed,Manager,4907.71,2743.42,530042.48,No,None,0.0,0,0.0,0.0,0.0,423,9.0,Africa,2024-09-18
U14172,31,Male,Other,Student,Salesperson,6376.46,3695.18,428635.27,No,None,0.0,0,0.0,0.0,0.0,517,5.6,Africa,2023-08-08
U08530,67,Male,Master,Student,Driver,5398.35,4084.68,329874.92,No,None,0.0,0,0.0,0.0,0.0,815,5.09,Africa,2024-12-04
U20668,62,Male,Master,Self-employed,Doctor,3370.56,1706.33,240572.86,No,None,0.0,0,0.0,0.0,0.0,534,5.95,Europe,2022-04-08
U14843,45,Female,Bachelor,Unemployed,Student,5541.87,2650.26,522507.02,No,None,0.0,0,0.0,0.0,0.0,729,7.86,North America,2022-12-12
U26068,37,Male,Bachelor,Unemployed,Salesperson,4100.28,3628.37,270126.94,Yes,Business,321839.06,36,12414.73,22.74,3.03,515,5.49,Other,2023-10-31
U22610,66,Female,Bachelor,Employed,Unemployed,6969.51,5947.68,769775.51,No,None,0.0,0,0.0,0.0,0.0,410,9.2,Other,2021-12-11
U07351,28,Male,Bachelor,Employed,Doctor,5876.34,3829.41,609085.53,No,None,0.0,0,0.0,0.0,0.0,820,8.64,North America,2023-01-13
U13275,55,Female,Bachelor,Employed,Unemployed,3244.99,2511.75,253945.61,Yes,Car,68126.35,36,2011.36,4.0,0.62,438,6.52,Europe,2024-07-07
U26805,24,Male,Master,Unemployed,Unemployed,2871.79,1949.34,213118.53,No,None,0.0,0,0.0,0.0,0.0,609,6.18,Asia,2021-09-01
U07387,39,Female,High School,Student,Engineer,5023.17,3200.58,335369.4,Yes,Education,347503.41,120,8892.46,28.95,1.77,605,5.56,Other,2024-11-25
U19946,40,Female,Master,Unemployed,Manager,1888.37,1355.1,127416.2,No,None,0.0,0,0.0,0.0,0.0,720,5.62,Europe,2023-12-03
U19024,31,Female,Other,Employed,Student,1925.05,1314.7,43648.04,No,None,0.0,0,0.0,0.0,0.0,344,1.89,North America,2024-02-18
U18186,67,Female,Other,Unemployed,Unemployed,500.0,272.54,48079.06,No,None,0.0,0,0.0,0.0,0.0,532,8.01,North America,2025-03-10
U00247,34,Male,High School,Employed,Unemployed,4879.0,3592.09,331646.36,No,None,0.0,0,0.0,0.0,0.0,364,5.66,North America,2025-07-05
U02834,24,Male,Bachelor,Employed,Manager,3278.64,1566.11,223031.54,No,None,0.0,0,0.0,0.0,0.0,789,5.67,Europe,2022-03-15
U16993,27,Male,Master,Student,Doctor,6258.52,3068.68,126542.4,No,None,0.0,0,0.0,0.0,0.0,322,1.68,Europe,2023-07-08
U03691,24,Male,Bachelor,Employed,Student,4328.87,2985.12,269704.0,No,None,0.0,0,0.0,0.0,0.0,769,5.19,Europe,2024-04-29
U06825,46,Male,High School,Unemployed,Teacher,5238.51,3475.55,575643.26,No,None,0.0,0,0.0,0.0,0.0,594,9.16,Asia,2024-12-12
U08416,65,Male,Master,Student,Student,3355.17,1322.07,257212.31,No,None,0.0,0,0.0,0.0,0.0,447,6.39,Asia,2024-06-01
U01393,47,Male,Bachelor,Employed,Salesperson,4434.72,1528.95,217585.1,Yes,Business,314095.36,36,12728.83,26.44,2.87,395,4.09,Europe,2022-01-18
U26294,60,Female,Bachelor,Self-employed,Driver,4452.13,2062.03,415686.31,No,None,0.0,0,0.0,0.0,0.0,593,7.78,Africa,2023-03-21
U15724,23,Male,Bachelor,Unemployed,Driver,3663.99,1691.01,45780.0,No,None,0.0,0,0.0,0.0,0.0,702,1.04,Asia,2025-05-06
U15200,47,Other,Master,Self-employed,Student,5731.06,3806.68,467711.85,No,None,0.0,0,0.0,0.0,0.0,640,6.8,Africa,2024-05-25
U13323,48,Female,Master,Employed,Doctor,937.02,401.28,53097.88,Yes,Home,448214.3,180,3188.82,3.43,3.4,737,4.72,Europe,2021-11-15
U04929,35,Other,Bachelor,Self-employed,Unemployed,5886.42,1866.37,221915.31,No,None,0.0,0,0.0,0.0,0.0,382,3.14,Other,2025-01-11
U16712,52,Male,Bachelor,Employed,Unemployed,2400.99,904.3,43502.55,Yes,Education,318951.12,36,12632.57,24.71,5.26,517,1.51,Asia,2024-03-14
U16159,68,Male,Bachelor,Employed,Manager,7985.04,6081.21,236435.5,No,None,0.0,0,0.0,0.0,0.0,657,2.47,Asia,2024-07-01
U15003,45,Female,PhD,Self-employed,Engineer,5045.59,2845.19,38655.56,Yes,Home,205622.63,120,3779.47,18.56,0.75,658,0.64,Africa,2022-07-29
U13053,34,Male,Bachelor,Employed,Manager,3933.07,1461.73,413895.24,No,None,0.0,0,0.0,0.0,0.0,379,8.77,North America,2021-08-22
U24575,36,Male,Other,Employed,Student,7962.1,6514.17,315959.72,Yes,Education,462476.57,12,41019.12,11.67,5.15,640,3.31,North America,2024-03-26
U15140,63,Female,Master,Student,Manager,6960.08,2963.6,83812.32,No,None,0.0,0,0.0,0.0,0.0,814,1.0,Asia,2025-01-06
U00002,19,Female,PhD,Employed,Salesperson,3531.73,2367.99,260869.1,Yes,Education,146323.34,36,4953.5,13.33,1.4,543,6.16,North America,2022-02-13
U06909,31,Female,Bachelor,Self-employed,Doctor,826.0,528.55,56311.91,Yes,Education,113970.54,60,2905.27,18.18,3.52,323,5.68,North America,2025-06-20
U01433,62,Male,High School,Self-employed,Manager,6549.54,4365.29,147746.61,No,None,0.0,0,0.0,0.0,0.0,439,1.88,North America,2021-08-26
U28385,42,Female,High School,Unemployed,Unemployed,4559.11,3044.07,183518.28,Yes,Home,494388.13,24,26096.91,23.83,5.72,679,3.35,Africa,2024-11-04
U18270,64,Male,Other,Self-employed,Salesperson,5038.24,2270.91,309263.85,Yes,Car,408335.62,180,3051.2,4.15,0.61,688,5.12,Other,2021-12-13
U18387,48,Male,Master,Employed,Doctor,6425.76,2757.84,334767.71,Yes,Car,143339.22,360,965.22,7.12,0.15,721,4.34,Asia,2021-09-14
U27100,42,Female,Bachelor,Employed,Engineer,500.0,274.6,32294.81,No,None,0.0,0,0.0,0.0,0.0,576,5.38,North America,2024-07-31
U24379,62,Female,High School,Self-employed,Driver,5490.25,3696.47,136001.61,No,None,0.0,0,0.0,0.0,0.0,451,2.06,Europe,2022-05-22
U23837,32,Female,High School,Employed,Teacher,3325.15,2135.09,250165.2,No,None,0.0,0,0.0,0.0,0.0,809,6.27,Africa,2023-02-01
U15828,45,Female,Master,Self-employed,Unemployed,500.0,322.13,43005.59,Yes,Education,432492.1,240,8791.41,24.19,17.58,604,7.17,Africa,2023-03-21
U24012,43,Male,Master,Employed,Salesperson,8000.28,6378.25,765323.71,No,None,0.0,0,0.0,0.0,0.0,692,7.97,Africa,2023-09-24
U26423,53,Male,Master,Employed,Salesperson,3112.25,2588.07,37965.19,No,None,0.0,0,0.0,0.0,0.0,845,1.02,Asia,2025-01-01
U13337,64,Female,Bachelor,Student,Engineer,4085.03,3452.89,462750.39,No,None,0.0,0,0.0,0.0,0.0,739,9.44,Asia,2022-01-13
U24113,61,Female,Bachelor,Employed,Doctor,5670.9,3417.65,637897.34,No,None,0.0,0,0.0,0.0,0.0,594,9.37,Other,2022-12-14
U01263,23,Male,Master,Unemployed,Engineer,2181.25,1555.31,73201.2,No,None,0.0,0,0.0,0.0,0.0,748,2.8,Europe,2024-10-28
U08310,63,Female,Bachelor,Unemployed,Accountant,2466.32,2080.3,141545.87,No,None,0.0,0,0.0,0.0,0.0,345,4.78,North America,2021-09-01
U21586,34,Male,Bachelor,Employed,Manager,1077.08,657.62,29309.12,No,None,0.0,0,0.0,0.0,0.0,547,2.27,North America,2023-08-12
U06578,43,Male,Bachelor,Self-employed,Doctor,3404.29,1097.67,32675.92,Yes,Home,128645.9,300,1378.75,12.25,0.41,487,0.8,Asia,2022-07-14
U23254,22,Male,Bachelor,Self-employed,Doctor,2100.97,892.1,18580.79,Yes,Car,59962.4,12,5094.84,3.6,2.42,374,0.74,Other,2022-07-10
U05599,47,Female,High School,Employed,Driver,4068.83,3150.08,80808.72,Yes,Business,107697.09,12,10154.63,23.44,2.5,793,1.66,Other,2022-01-26
U07677,27,Male,High School,Unemployed,Unemployed,3471.96,1637.4,138633.01,No,None,0.0,0,0.0,0.0,0.0,603,3.33,North America,2022-12-28
U08292,42,Female,High School,Employed,Salesperson,2914.78,990.63,34663.58,No,None,0.0,0,0.0,0.0,0.0,425,0.99,Asia,2023-10-25
U25314,43,Male,Bachelor,Unemployed,Salesperson,989.52,299.89,87162.22,No,None,0.0,0,0.0,0.0,0.0,714,7.34,Asia,2023-01-05
U10525,42,Male,Bachelor,Self-employed,Unemployed,2461.67,959.11,143916.62,No,None,0.0,0,0.0,0.0,0.0,397,4.87,Africa,2021-08-25
U13615,18,Male,Master,Student,Student,7696.82,4182.49,457651.36,No,None,0.0,0,0.0,0.0,0.0,335,4.95,North America,2023-04-13
U25494,49,Female,Master,Employed,Doctor,1234.49,633.44,54161.67,Yes,Business,475885.62,300,9480.19,23.84,7.68,515,3.66,Africa,2024-09-02
U13318,26,Male,Master,Employed,Teacher,2413.44,1658.88,210891.46,No,None,0.0,0,0.0,0.0,0.0,368,7.28,Europe,2021-09-08
U10066,58,Female,Bachelor,Self-employed,Salesperson,2863.17,2022.45,108691.92,Yes,Home,290715.47,24,15384.96,24.1,5.37,439,3.16,Europe,2023-02-04
U09020,23,Male,Master,Employed,Manager,4666.23,2588.42,547369.79,No,None,0.0,0,0.0,0.0,0.0,379,9.78,Other,2022-11-26
U23377,18,Male,Bachelor,Employed,Driver,6534.78,2058.46,517940.35,No,None,0.0,0,0.0,0.0,0.0,303,6.6,Asia,2022-10-02
U17059,67,Male,Master,Employed,Unemployed,5413.54,1847.2,426366.3,Yes,Business,256875.75,300,3815.88,17.6,0.7,734,6.56,Europe,2023-05-15
U06510,64,Male,Bachelor,Unemployed,Doctor,1226.74,487.87,136716.04,No,None,0.0,0,0.0,0.0,0.0,544,9.29,Asia,2023-06-26
U27096,21,Female,High School,Employed,Unemployed,6772.67,5988.75,290301.53,Yes,Education,399367.68,360,4795.29,14.2,0.71,437,3.57,North America,2023-08-08
U08542,50,Female,Bachelor,Student,Teacher,4626.51,3330.39,137792.43,No,None,0.0,0,0.0,0.0,0.0,413,2.48,North America,2023-03-28
U12340,62,Male,High School,Employed,Manager,3907.45,3375.28,21598.88,No,None,0.0,0,0.0,0.0,0.0,473,0.46,Asia,2021-08-11
U16962,18,Male,Other,Employed,Engineer,1732.97,867.23,162737.05,No,None,0.0,0,0.0,0.0,0.0,769,7.83,North America,2021-10-10
U16391,32,Male,Master,Employed,Doctor,4947.42,3562.21,229867.05,Yes,Home,418300.41,12,35614.42,3.98,7.2,838,3.87,Asia,2023-10-12
U16753,39,Male,High School,Employed,Teacher,5250.02,2089.52,149805.15,Yes,Education,44795.57,300,624.58,16.45,0.12,569,2.38,North America,2023-10-18
U26800,24,Other,Bachelor,Self-employed,Salesperson,2959.55,1211.56,128483.2,No,None,0.0,0,0.0,0.0,0.0,430,3.62,Africa,2024-03-11
U24928,50,Male,High School,Employed,Doctor,6202.98,5489.43,290744.96,Yes,Education,238168.82,12,20240.9,3.64,3.26,470,3.91,Europe,2024-09-26
U15576,19,Female,Master,Employed,Doctor,5703.33,4191.41,397002.1,No,None,0.0,0,0.0,0.0,0.0,605,5.8,North America,2024-05-07
U00104,61,Male,PhD,Self-employed,Accountant,4913.51,1477.68,355154.79,No,None,0.0,0,0.0,0.0,0.0,820,6.02,North America,2024-06-03
U12544,46,Female,Bachelor,Employed,Doctor,4478.96,3812.09,358966.36,No,None,0.0,0,0.0,0.0,0.0,502,6.68,Asia,2023-06-06
U09790,49,Female,Bachelor,Employed,Accountant,6955.37,4898.8,262488.5,Yes,Home,22885.68,120,568.95,27.95,0.08,676,3.14,North America,2024-01-08
U10605,22,Male,Bachelor,Employed,Salesperson,5163.21,2185.36,314918.0,No,None,0.0,0,0.0,0.0,0.0,748,5.08,Europe,2024-01-23
U27071,62,Male,High School,Student,Teacher,794.3,298.58,31258.27,No,None,0.0,0,0.0,0.0,0.0,712,3.28,Asia,2025-06-08
U24117,45,Female,Master,Self-employed,Salesperson,4282.59,3284.22,45906.23,Yes,Business,461642.17,300,11291.37,29.33,2.64,510,0.89,Europe,2021-12-27
U26687,53,Other,Master,Employed,Accountant,4204.58,2579.35,48867.7,No,None,0.0,0,0.0,0.0,0.0,387,0.97,Asia,2024-11-23
U18302,24,Female,High School,Student,Salesperson,1432.56,1139.99,136938.02,Yes,Home,141910.9,12,13594.78,26.55,9.49,734,7.97,North America,2021-11-20
U24913,37,Other,Other,Unemployed,Doctor,2514.43,843.63,39154.62,No,None,0.0,0,0.0,0.0,0.0,471,1.3,Other,2024-11-17
U31174,55,Female,PhD,Employed,Student,3182.58,1691.43,284903.31,Yes,Car,84360.21,120,1363.61,15.05,0.43,692,7.46,Africa,2024-12-30
U03883,26,Male,Other,Employed,Student,4115.82,2605.54,317417.43,Yes,Education,48844.31,36,1512.86,7.21,0.37,540,6.43,Europe,2022-03-19
U21565,66,Female,High School,Employed,Salesperson,1140.08,630.06,96489.76,No,None,0.0,0,0.0,0.0,0.0,446,7.05,Other,2023-06-15
U25323,61,Male,Bachelor,Unemployed,Teacher,4734.65,1734.9,217626.13,Yes,Business,75247.51,240,419.21,3.05,0.09,768,3.83,Other,2022-03-27
U05923,19,Male,Other,Employed,Doctor,3472.67,3006.9,21825.75,Yes,Business,412098.18,60,12943.12,28.45,3.73,657,0.52,Asia,2022-10-20
U15147,58,Male,Bachelor,Self-employed,Unemployed,4995.94,3422.25,109747.92,No,None,0.0,0,0.0,0.0,0.0,733,1.83,North America,2022-05-08
U25284,60,Male,Bachelor,Unemployed,Teacher,3661.58,3090.85,327016.44,No,None,0.0,0,0.0,0.0,0.0,766,7.44,North America,2025-03-29
U14618,40,Male,Bachelor,Self-employed,Salesperson,5799.01,4890.88,189686.91,No,None,0.0,0,0.0,0.0,0.0,684,2.73,North America,2023-05-01
U03661,51,Male,Bachelor,Employed,Manager,6191.17,2537.78,305618.53,No,None,0.0,0,0.0,0.0,0.0,804,4.11,Asia,2022-04-24
U02283,39,Other,High School,Employed,Student,5789.51,4069.82,559575.57,Yes,Education,453760.88,360,6572.39,17.28,1.14,354,8.05,Asia,2024-01-10
U08390,40,Male,Master,Employed,Teacher,1261.11,839.95,128917.54,Yes,Education,447859.51,120,10467.64,25.88,8.3,822,8.52,Europe,2024-11-21
U19641,18,Male,Other,Self-employed,Accountant,1396.46,870.71,56716.35,No,None,0.0,0,0.0,0.0,0.0,696,3.38,Africa,2025-03-17
U22903,32,Male,Bachelor,Employed,Salesperson,3290.57,2826.96,307627.31,No,None,0.0,0,0.0,0.0,0.0,569,7.79,Europe,2025-05-06
U18039,33,Female,Bachelor,Employed,Engineer,6807.58,3960.61,674325.05,Yes,Home,114346.75,180,978.57,6.22,0.14,661,8.25,Europe,2025-03-30
U04163,29,Female,High School,Employed,Teacher,3672.35,2735.25,400902.86,Yes,Education,267703.88,36,10002.11,20.39,2.72,724,9.1,Africa,2024-03-19
U14058,21,Female,Bachelor,Employed,Accountant,562.33,311.08,20287.75,No,None,0.0,0,0.0,0.0,0.0,329,3.01,North America,2025-07-21
U27404,30,Male,High School,Employed,Salesperson,5538.2,3878.58,472047.62,No,None,0.0,0,0.0,0.0,0.0,580,7.1,North America,2024-12-17
U00991,56,Female,Master,Self-employed,Teacher,3113.63,2084.76,164528.0,No,None,0.0,0,0.0,0.0,0.0,595,4.4,Asia,2024-11-14
U06822,56,Female,High School,Employed,Manager,4382.39,3376.12,13202.49,No,None,0.0,0,0.0,0.0,0.0,743,0.25,Africa,2024-11-18
U10259,27,Other,High School,Student,Teacher,3124.37,2019.94,99451.31,Yes,Business,373530.32,24,18326.71,16.21,5.87,681,2.65,Asia,2023-12-01
U24239,18,Female,PhD,Employed,Doctor,5649.9,3412.97,439546.22,Yes,Home,12603.86,120,252.08,21.01,0.04,646,6.48,Africa,2021-10-25
U31752,69,Female,Bachelor,Employed,Salesperson,3377.19,1255.99,57247.27,No,None,0.0,0,0.0,0.0,0.0,746,1.41,North America,2024-04-21
U26740,48,Male,High School,Unemployed,Unemployed,500.0,275.84,42582.9,Yes,Home,449832.31,60,13609.69,26.53,27.22,501,7.1,North America,2025-06-30
U02769,39,Female,Master,Employed,Doctor,6181.96,3146.62,473873.7,Yes,Business,98401.63,60,2806.88,23.58,0.45,725,6.39,North America,2021-12-08
U01604,28,Male,Other,Employed,Unemployed,4226.59,3757.15,318795.75,No,None,0.0,0,0.0,0.0,0.0,726,6.29,Asia,2022-08-27
U03445,45,Male,Master,Employed,Teacher,5728.3,2123.29,394405.68,Yes,Home,455746.95,12,43298.41,24.92,7.56,436,5.74,Europe,2025-02-03
U27723,50,Male,PhD,Employed,Accountant,6380.77,4200.12,582158.03,No,None,0.0,0,0.0,0.0,0.0,351,7.6,Other,2022-11-12
U06673,50,Male,Bachelor,Unemployed,Driver,4610.67,3237.57,320435.6,Yes,Car,205057.93,36,6874.69,12.65,1.49,487,5.79,Africa,2025-04-07
U19561,60,Male,High School,Student,Manager,4572.58,3033.54,259289.95,No,None,0.0,0,0.0,0.0,0.0,711,4.73,Africa,2023-04-18
U11840,57,Male,Master,Unemployed,Driver,4911.0,2693.33,88427.03,No,None,0.0,0,0.0,0.0,0.0,753,1.5,Asia,2024-04-28
U19082,24,Female,Bachelor,Employed,Unemployed,4978.26,3741.74,147396.55,No,None,0.0,0,0.0,0.0,0.0,346,2.47,Other,2023-07-25
U03374,33,Other,Master,Employed,Engineer,3394.37,2995.76,20119.72,No,None,0.0,0,0.0,0.0,0.0,736,0.49,North America,2022-01-29
U03610,23,Male,Bachelor,Self-employed,Engineer,6683.32,5085.39,700275.86,No,None,0.0,0,0.0,0.0,0.0,645,8.73,North America,2023-10-17
U20550,53,Male,Bachelor,Student,Teacher,5646.9,2407.26,386206.93,Yes,Education,264272.27,24,12130.28,9.47,2.15,495,5.7,North America,2025-01-05
U22533,49,Female,Bachelor,Employed,Teacher,4266.05,1290.7,90834.11,Yes,Education,12954.75,360,201.7,18.61,0.05,805,1.77,Africa,2022-02-08
U31493,26,Male,Master,Self-employed,Manager,3747.28,2605.71,75097.05,Yes,Education,87593.62,240,978.56,12.23,0.26,847,1.67,Asia,2022-12-16
U23929,55,Male,Master,Self-employed,Teacher,1721.43,1502.49,146028.29,Yes,Education,264581.25,12,25772.45,29.84,14.97,634,7.07,Asia,2023-06-13
U04764,32,Female,Master,Employed,Unemployed,5267.74,4627.21,350058.65,No,None,0.0,0,0.0,0.0,0.0,668,5.54,Africa,2024-04-15
U14728,31,Male,Master,Student,Manager,2967.02,2269.32,270455.09,No,None,0.0,0,0.0,0.0,0.0,491,7.6,Africa,2023-03-13
U28878,48,Male,Master,Employed,Driver,5338.57,4482.7,167102.04,No,None,0.0,0,0.0,0.0,0.0,544,2.61,Africa,2023-07-21
U27824,58,Female,High School,Employed,Engineer,4149.72,2474.16,376050.99,Yes,Business,496299.93,300,6134.27,14.42,1.48,618,7.55,North America,2024-12-26
U18818,69,Female,Master,Employed,Accountant,5998.91,3874.01,592458.98,No,None,0.0,0,0.0,0.0,0.0,620,8.23,Asia,2024-01-25
U15567,20,Other,Bachelor,Employed,Salesperson,3369.74,2853.66,395462.33,Yes,Home,210324.61,360,3601.14,20.5,1.07,549,9.78,Africa,2022-01-03
U11872,19,Male,Bachelor,Employed,Doctor,3050.74,2066.7,54298.17,Yes,Home,288290.09,24,14535.11,19.02,4.76,751,1.48,Africa,2022-05-01
U17241,53,Male,High School,Employed,Teacher,1829.72,601.89,92465.23,No,None,0.0,0,0.0,0.0,0.0,365,4.21,Asia,2024-09-19
U27178,32,Female,Master,Employed,Unemployed,4852.56,1742.43,200847.39,No,None,0.0,0,0.0,0.0,0.0,329,3.45,North America,2024-10-28
U29843,47,Female,Bachelor,Employed,Driver,1219.13,586.64,81831.45,No,None,0.0,0,0.0,0.0,0.0,413,5.59,Asia,2024-10-04
U09451,53,Female,Bachelor,Employed,Manager,3650.88,1896.73,319606.21,Yes,Home,31434.47,24,1491.5,12.8,0.41,752,7.3,Africa,2023-12-29
U12109,22,Male,Other,Employed,Manager,4036.39,1290.79,242117.97,No,None,0.0,0,0.0,0.0,0.0,461,5.0,North America,2023-12-21
U06801,37,Male,High School,Employed,Manager,7500.55,6079.87,765988.3,No,None,0.0,0,0.0,0.0,0.0,535,8.51,North America,2021-11-19
U17007,57,Male,Master,Employed,Salesperson,5056.53,3995.25,286696.04,No,None,0.0,0,0.0,0.0,0.0,705,4.72,Africa,2024-10-25
U25916,28,Male,Other,Employed,Manager,3782.54,3210.87,266805.07,No,None,0.0,0,0.0,0.0,0.0,311,5.88,Africa,2023-06-06
U23324,29,Other,Bachelor,Self-employed,Unemployed,5378.53,2755.16,308390.01,No,None,0.0,0,0.0,0.0,0.0,654,4.78,Asia,2024-06-18
U09592,63,Male,Bachelor,Employed,Engineer,2511.23,1547.97,62380.39,No,None,0.0,0,0.0,0.0,0.0,438,2.07,Europe,2022-09-03
U20469,62,Male,Master,Unemployed,Manager,6459.25,2258.83,712954.6,Yes,Education,398647.34,360,1868.89,3.85,0.29,368,9.2,Africa,2024-10-31
U21966,27,Male,Master,Employed,Driver,6429.87,3915.1,291370.49,No,None,0.0,0,0.0,0.0,0.0,553,3.78,Other,2022-01-21
U15120,58,Male,High School,Self-employed,Teacher,3991.4,3278.02,245608.27,Yes,Business,131642.01,24,6212.84,12.26,1.56,380,5.13,Asia,2022-01-11
U02989,22,Female,High School,Employed,Student,3335.17,2278.58,206016.73,Yes,Business,130709.71,36,5337.65,27.02,1.6,795,5.15,North America,2024-06-22
U28040,31,Male,PhD,Employed,Unemployed,2053.84,787.14,51557.3,No,None,0.0,0,0.0,0.0,0.0,491,2.09,Africa,2023-05-01
U20161,58,Female,Bachelor,Self-employed,Driver,5833.79,4196.4,210987.68,Yes,Car,94973.24,120,2341.12,27.66,0.4,381,3.01,Asia,2023-06-11
U01638,69,Male,Bachelor,Employed,Unemployed,4267.36,3444.4,10024.45,Yes,Education,205375.88,360,3685.82,21.5,0.86,479,0.2,Asia,2022-08-29
U30067,38,Male,Master,Employed,Teacher,604.47,292.45,68750.02,Yes,Home,402774.91,120,9992.73,27.88,16.53,511,9.48,Asia,2025-05-11
U24263,58,Male,High School,Self-employed,Accountant,2594.04,1131.4,125613.61,No,None,0.0,0,0.0,0.0,0.0,716,4.04,North America,2024-03-08
U16976,56,Female,High School,Self-employed,Doctor,6971.64,5911.38,801528.18,No,None,0.0,0,0.0,0.0,0.0,585,9.58,Africa,2022-05-04
U29842,36,Female,Bachelor,Self-employed,Salesperson,4073.91,2546.0,486455.25,No,None,0.0,0,0.0,0.0,0.0,642,9.95,Europe,2024-07-28
U30587,66,Female,Bachelor,Self-employed,Student,6579.62,5613.74,480093.72,No,None,0.0,0,0.0,0.0,0.0,547,6.08,Asia,2024-09-17
U05275,20,Other,Bachelor,Employed,Engineer,5200.85,3202.92,426563.45,No,None,0.0,0,0.0,0.0,0.0,721,6.83,Other,2022-11-19
U19120,35,Female,High School,Student,Accountant,4454.75,3700.31,255757.43,No,None,0.0,0,0.0,0.0,0.0,770,4.78,North America,2025-05-14
U24730,26,Female,Bachelor,Employed,Driver,3751.05,3044.2,160078.91,No,None,0.0,0,0.0,0.0,0.0,721,3.56,Europe,2023-11-06
